"Compound_name","Outcome","SMR","LabuteASA","NumLipinskiHBA","NumHBD","NumAmideBonds","NumAtoms","NumAromaticRings","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","kappa2","kappa3","slogp_VSA12","smr_VSA1","smr_VSA2","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA13","MQN2","MQN8","MQN10","MQN11","MQN13","MQN14","MQN17","MQN23","MQN26","MQN27","MQN28","MQN30","MQN36","MQN42"
"BENPERIDOL","1.0",107.23420000000004,162.33600289510971,5,1,0,52,3,2,0,0,5.59061553439742,4.081239954577943,9.820093756022654,7.423741224053022,5.59061553439742,4.081239954577943,8.103997225951051,3.9184758471902166,0,9.184952231746642,0,0,0,12.13273413692322,0,1,0,2,0,7,2,8,1,3,3,1,13,3,1
"BENORILATE","0.0",83.45520000000003,132.57472684029716,6,1,1,38,2,2,0,0,2.7458935575359162,1.8507137435460739,6.827586490859065,4.684886277931645,2.7458935575359162,1.8507137435460739,7.2159939506621535,4.670827396913572,0,23.85733745981556,0,0,0,12.13273413692322,0,0,1,5,0,9,3,6,1,5,3,3,8,2,0
"ONDANSETRON","1.0",86.02450000000005,128.93835940075277,4,0,0,41,3,1,0,1,4.915714830643344,3.6681988749261447,7.747799185881737,6.124526496679106,4.915714830643344,3.6681988749261447,4.833784702035854,1.8316089521630117,0,4.794537184071822,0,0,0,18.19910120538483,0,0,0,1,0,4,1,7,0,3,1,0,9,2,2
"carbamazepine","1.0",73.53440000000003,105.1491359502972,3,1,2,30,2,2,0,0,3.018151561343786,2.2109625427574167,5.729003813978893,4.124612648148249,3.018151561343786,2.2109625427574167,4.035866968245452,1.5691552778201157,0,4.794537184071822,0,0,0,48.55024262443742,0,0,1,1,0,2,1,7,1,2,0,1,10,2,2
"sarpogrelate","0.0",117.64280000000007,183.08555000932787,7,1,0,62,2,2,0,0,4.624385609423148,3.1259520942639747,10.26693578391695,7.5381058671256165,4.624385609423148,3.1259520942639747,12.593396631865259,9.087960054746512,0,28.906190624384497,0,0,0,30.33183534230805,0,0,1,6,0,18,2,6,1,6,9,4,8,2,0
"domperidone","0.0",119.45540000000004,177.42923602495986,7,2,0,54,4,2,0,0,6.3735467913284225,4.820269434752042,10.396648393612844,7.986933394236682,6.138449688540684,4.648166410799176,7.812409595225635,3.4812027806465258,11.600939890232516,0,0,0,0,23.733674027155736,0,0,0,2,0,6,2,10,2,3,3,0,13,3,2
"PIZOTIFEN","1.0",90.92200000000005,130.47190795650263,1,0,0,42,2,1,0,1,5.847730605390542,4.537173647920092,7.883067832651949,6.19642840124796,4.867009933504553,3.6517994720627263,5.432798172742178,2.3664491518545576,11.336785877934737,0,0,0,11.336785877934737,29.838572803915707,0,0,0,0,0,1,1,5,0,1,0,0,13,2,2
"temocapril","0.0",125.84150000000005,195.69242809060995,7,2,1,60,2,1,0,0,7.651031635672288,5.889487457280916,10.597404154197136,7.498054068455214,5.184692583217046,3.629228044310492,12.034130008553658,6.8175595693887665,23.098670827325854,24.22700190085622,0,0,23.098670827325854,36.39820241076966,0,0,1,5,0,13,3,5,2,5,6,3,12,1,0
"LORMETAZEPAM","1.0",87.95980000000002,137.15987909168481,4,1,1,34,2,2,0,0,4.071581040595058,2.794604242649316,6.570579661982401,4.889947129802255,3.5068957167672736,2.3972645712536673,5.722998319680738,2.496819323473814,23.20187978046503,9.901064578912528,0,0,0,41.40098098584986,5.907179729351506,0,0,2,0,5,1,7,1,5,0,0,8,2,1
"METYRAPONE","0.0",65.83050000000003,100.54908384508421,3,0,0,31,2,0,0,0,2.8746055898516305,1.7214781795637755,5.474953575933161,4.43752494429508,2.8746055898516305,1.7214781795637755,4.454042614687932,2.228492726961195,0,4.794537184071822,0,0,0,6.06636706846161,0,0,0,1,0,5,1,6,0,3,0,1,10,2,0
"FLUVASTATIN","0.0",115.63440000000006,174.2588706362457,5,3,0,56,3,2,0,0,4.997953008908117,3.7676750860503323,9.925581520089104,7.66188568785958,4.997953008908117,3.7676750860503323,9.238133081538038,4.776902759937804,0,24.504534416268754,0,0,0,36.407855449141934,0,1,0,4,0,14,2,8,3,7,4,4,8,2,1
"METHAZOLAMIDE","0.0",48.702200000000005,83.94182492532303,7,1,1,22,1,0,0,0,3.493281420905387,2.2657851947544163,3.427172961156449,2.449981278482094,1.1835648685380702,0.6746614108738261,3.5940876390455205,2.465112455745208,11.336785877934737,13.212334168400758,0,4.992404732635669,5.098681808301038,11.336785877934737,10.023291153407584,0,2,3,0,5,4,2,1,6,1,1,2,0,0
"TRIOXSALEN","0.0",66.46700000000001,97.65022671428684,3,0,0,29,3,1,0,0,3.071506414192026,2.26936361732435,5.502671533728536,4.402100779089878,3.071506414192026,2.26936361732435,3.2308326669012084,1.3883645392114388,0,8.834301874106695,0,0,0,0,0,0,0,1,2,3,1,7,0,4,0,0,5,2,2
"SAPROPTERIN","0.0",62.8581,96.87918316850842,8,6,0,32,1,0,0,0,2.6739244807414746,1.7480149812183228,5.250904406329268,4.040123762759866,2.6739244807414746,1.7480149812183228,4.2247933884297515,2.1711949375410913,0,10.213054789681411,0,4.9839785209472085,0,0,5.559266895052008,0,1,3,0,6,1,3,6,5,0,2,5,2,1
"TRIAMTERENE","0.0",73.80120000000001,108.06842587212039,7,3,0,30,3,1,0,0,2.6496823756877124,1.8071672591188455,5.565563388307231,3.9627391043734495,2.6496823756877124,1.8071672591188455,4.054792899408284,1.8640650467185085,0,0,0,9.967957041894417,0,30.33183534230805,0,0,3,0,0,4,0,8,3,3,0,0,9,3,1
"HALOFANTRINE","0.0",132.3088,202.83124364066813,2,1,0,63,3,3,0,0,6.606699827447655,4.7655712694204215,11.48301503703398,8.559869478259978,6.075772928723364,4.21760204889594,11.263845541956044,6.32855234524097,23.20187978046503,18.277772537865165,0,13.171245143024459,0,55.957364494159904,0,3,1,1,0,19,0,8,1,8,8,2,6,3,2
"ESTRAMUSTINE","0.0",116.10280000000004,183.05359280936497,4,1,1,60,1,1,2,3,8.158272826667723,6.666511202231288,10.871982024257148,9.146759947183117,7.820211124776314,6.258434629418705,8.643953702845847,3.8840530260259905,23.20187978046503,14.637927532712578,0,0,23.20187978046503,12.990104268152233,0,0,1,3,0,11,1,3,1,5,5,2,9,3,3
"MEDROXYPROGESTERONE","0.0",96.88780000000006,150.8073857361407,3,1,0,57,0,0,3,4,9.012784295176848,7.579080532362376,10.11645442127275,9.90832722149856,9.012784295176848,7.579080532362376,5.280013405786982,2.0791301242237035,0,14.69560176298435,0,0,0,26.344316129141138,0,0,0,3,0,6,2,1,1,7,0,1,8,3,3
"ACEMETACIN","0.0",106.70630000000006,170.95304530390482,7,1,0,47,3,2,0,0,4.765873562191325,3.2593671886419764,8.671014827261189,6.325697732691094,4.51389724685184,3.133379030972234,8.362702803568443,4.2459438247883945,11.600939890232516,28.963864854656265,0,0,0,11.600939890232516,5.907179729351506,0,0,6,0,12,3,8,1,7,4,3,7,2,1
"Riluzole","1.0",50.7154,86.28806315228508,3,1,0,20,2,1,0,0,2.457351025596387,1.8825236435173536,3.8573658922489225,2.7294369601746693,1.610023153436806,1.1198832929235507,3.265432098765432,2.295918367346939,11.336785877934737,17.908108096824506,0,0,13.171245143024459,11.336785877934737,0,3,1,1,0,6,0,5,1,4,1,0,5,1,1
"CEPHALOGLYCIN","0.0",99.68790000000001,164.4360071110809,9,3,2,47,1,1,0,0,5.778030522579192,4.365161631191775,8.451850127497323,6.3219906602387,4.438396817499523,3.0378879310773597,8.028751692361613,3.7342846797944116,11.761884949391115,29.02153908492804,0,0,11.761884949391115,30.33183534230805,5.907179729351506,0,2,6,0,11,4,4,3,7,3,4,7,2,1
"MORICIZINE","0.0",116.67370000000001,179.86903037094993,7,1,2,55,2,2,0,0,6.173017522709022,4.614960647479444,10.132194133926584,7.030922792116957,5.042749143875099,3.5766661780727618,9.507051807641774,4.6096234209790765,11.761884949391115,19.06280027574374,0,0,0,23.894619086314336,0,0,1,3,1,9,2,6,1,3,5,2,13,4,2
"ACETOPHENAZINE","1.0",118.60030000000003,176.84956516508035,5,1,0,58,2,2,0,0,6.882334578611613,5.258839024270778,10.40479230023267,7.720556591448189,5.770297833067887,4.123806637809163,9.303515111897896,4.665515565242735,11.761884949391115,9.901064578912528,0,0,0,23.894619086314336,0,0,0,2,0,9,1,6,1,3,5,1,12,4,2
"eldecalcitol","0.0",140.86419999999998,212.52675002648164,5,4,0,85,0,0,3,3,9.1731678410317,7.212221702591276,13.874104263165128,12.365348698893598,9.1731678410317,7.212221702591276,12.043155038112209,6.867321830815627,0,25.162972533162872,0,0,0,50.99319807256879,0,0,0,5,0,18,3,0,4,9,9,1,6,2,1
"VOGLIBOSE","0.0",59.55630000000004,104.12739735284994,8,8,0,39,0,0,1,1,3.3739453878259105,2.14643822495859,5.744763821404552,4.727067348784127,3.3739453878259105,2.14643822495859,6.218678778350365,2.9788868264114963,0,35.745691763884935,0,0,0,0,0,0,1,7,0,12,0,0,8,7,4,1,1,1,0
"CAPECITABINE","0.0",84.54830000000003,142.94320242284635,9,3,1,47,1,0,0,0,3.859745069256091,2.4222957165362535,8.088182464795821,5.808266830020952,3.859745069256091,2.4222957165362535,8.365261646418361,4.527287160716046,0,28.87173292902815,0,4.9839785209472085,0,19.765380445542643,0,1,1,5,1,13,2,3,3,7,6,1,3,1,0
"FLUOCORTOLONE","0.0",98.41460000000004,159.0775518590787,4,2,0,56,0,0,3,4,8.319208918779552,7.486261156436338,10.041334217179328,9.70981768382167,8.319208918779552,7.486261156436338,6.082405378227676,2.4682968035460267,0,24.19254420549988,0,0,0,26.847231705905752,0,1,0,4,0,8,2,2,2,8,1,1,6,3,3
"vinorelbine","0.0",214.07749999999936,333.29081682002635,12,2,0,111,3,2,1,1,14.759818858047558,12.844766613572096,20.349677277307414,17.178958141086877,14.759818858047558,12.844766613572096,13.188750570201027,4.80371045684897,0,38.43759076225636,0,0,0,55.84774045533699,0,0,0,8,0,18,3,10,2,11,6,3,17,5,9
"clevudine","0.0",57.95830000000002,100.4550844377484,7,3,0,31,1,0,0,0,2.8937803757441127,1.8535645292782488,5.359225359557864,4.161349693652602,2.8937803757441127,1.8535645292782488,4.634728218558938,1.9803618803801748,0,19.34033279115628,0,0,0,0,5.559266895052007,1,0,4,1,6,2,3,3,6,1,0,3,1,0
"ZOPICLONE","1.0",96.38050000000004,160.07467254360114,9,0,2,44,2,0,0,0,4.7724376363011,3.1512055217194255,8.44498514269767,6.326401582630858,4.548859471336505,3.0394164392371272,7.087061346581865,3.3080441108968537,11.600939890232516,14.325937321943691,0,0,0,11.600939890232516,5.907179729351506,0,0,3,0,6,2,6,0,4,1,1,12,3,1
"ENALAPRIL","0.0",100.15250000000005,159.23680270316584,7,2,1,55,1,1,0,0,4.778175447715083,3.376785148056583,9.435378264180695,6.745158299357761,4.778175447715083,3.376785148056583,10.061420006935409,5.787080019605405,0,24.22700190085622,0,0,0,30.33183534230805,0,0,1,5,0,14,3,3,2,6,5,5,8,1,0
"METHYLTESTOSTERONE","0.0",87.33380000000005,133.91597940730372,2,1,0,52,0,0,3,4,8.524124613416493,6.802812902348899,9.241609972385787,9.237543008295471,8.524124613416493,6.802812902348899,4.465593928261609,1.7355442328204815,0,9.901064578912528,0,0,0,19.420578929450514,0,0,0,2,0,4,1,1,1,5,0,0,9,3,3
"SORIVUDINE","0.0",72.29310000000001,120.62666947487185,8,4,0,33,1,0,0,0,3.293530730968643,2.2711573094588395,5.739432717233171,4.272499699018759,3.029197974449526,1.9863783430673325,6.018537837614027,2.6260874496507123,15.929943897949348,20.056445138322168,0,0,0,15.929943897949348,5.559266895052008,0,0,5,1,7,3,3,4,6,3,0,3,1,0
"QUINAGOLIDE","1.0",108.03830000000005,163.28884709324535,6,2,0,60,1,1,0,1,7.898181439709783,6.263612808333734,10.202442396814757,7.785231751124745,6.070755070710364,4.842708329139982,8.47069487287431,4.312663151098256,0,13.524324379169643,0,17.44510784007726,0,32.903945735995094,10.209329170397666,0,2,3,0,11,2,3,2,6,5,1,7,3,2
"DIAZOXIDE","0.0",54.54250000000002,86.66468298352586,4,1,0,21,1,1,0,0,3.4868535928352373,2.7009408429809243,3.865811327514354,2.9147590944997055,1.7815972000920968,1.2485034218719824,2.963490260121695,1.486092875465252,11.600939890232516,8.417796984328938,0,0,0,11.600939890232516,10.023291153407584,0,0,2,0,2,2,4,1,4,0,0,5,2,1
"Clomipramine","1.0",95.47900000000004,137.86019454009644,2,0,0,45,2,2,0,0,4.506373278519432,3.336630929630869,7.935569477126924,6.210213886589079,4.271276175731693,3.170287374589573,6.719552325532733,3.2857132602320616,11.600939890232516,0,0,0,0,35.866408164078955,0,0,1,0,0,7,0,6,0,3,3,1,9,2,2
"nabilone","1.0",109.68780000000008,164.0579999533241,3,1,0,63,1,1,1,1,6.861254241878677,5.099542193882357,10.735626908242079,9.801699221348217,6.861254241878677,5.099542193882357,7.484819929388504,4.022890822343549,0,14.637927532712578,0,0,0,46.454498090775914,0,0,0,2,1,12,1,3,1,7,5,0,6,3,2
"SULFAPYRIDINE","0.0",65.89990000000002,99.35867407954338,5,2,0,28,2,1,0,0,3.4648616357784725,2.275017082706584,4.8721047855298805,3.389512354584053,2.094226706549378,1.2667024382246712,4.423184305985764,2.7292394172155015,0,8.417796984328938,0,0,0,6.06636706846161,10.023291153407584,0,2,2,0,4,2,6,2,3,1,0,9,2,0
"THIOTHIXENE","1.0",123.51280000000006,183.9649821730714,5,0,0,59,2,2,0,0,8.769511796785427,5.919236715511054,10.313367137409136,8.09500665571713,5.806607709061216,3.9043998705392085,8.845452410925189,4.359449903126171,11.761884949391115,8.417796984328938,0,0,0,36.037006261609825,0,0,1,2,0,8,3,6,0,5,3,1,12,4,2
"TRIAMCINOLONE","0.0",96.78720000000003,162.3010772490741,6,4,0,55,0,0,3,4,8.430020092241929,6.84939828380681,9.823183947290062,9.363901079600787,8.430020092241929,6.84939828380681,5.813749131185201,2.006131874526369,0,34.405598995181286,0,0,0,18.572861836593773,0,1,0,6,0,9,2,2,4,9,1,1,7,3,3
"OXYPHENONIUM","0.0",100.00620000000008,151.93880992046226,4,1,0,59,1,1,1,1,6.112248035820485,3.741418414445627,9.746495996777721,7.578825859209644,6.112248035820485,3.741418414445627,8.814687039409955,4.61675046307644,0,19.1209583904072,0,0,0,49.59430021108608,0,0,1,3,0,13,1,3,1,5,5,1,10,2,0
"FAMCICLOVIR","0.0",81.10840000000002,132.3656478873648,9,1,0,42,2,0,0,0,3.1997613986417464,2.039149878702213,7.154800414706785,5.134884451245598,3.1997613986417464,2.039149878702213,7.521784648190865,4.904415360517963,0,19.06280027574374,0,4.9839785209472085,0,0,0,0,1,4,0,12,2,5,1,5,6,3,5,1,1
"PANTOTHENIC","0.0",52.13610000000003,87.91439558328602,6,4,1,32,0,0,0,0,2.034183075419303,0.8306619144438746,4.594292184947288,3.9839975442922118,2.034183075419303,0.8306619144438746,5.670840567860766,4.754859733976717,0,24.90865655266576,0,0,0,13.847474399381248,0,0,1,5,0,12,2,0,4,7,4,3,0,0,0
"CANDESARTAN CILEXETIL","0.0",164.37019999999958,259.2122366787902,12,1,0,79,5,3,1,1,7.694214275840067,5.6136008026536395,15.122850367178632,10.783417848334942,7.694214275840067,5.6136008026536395,13.581235805681795,6.79270353187758,0,28.536526183343838,0,10.197363616602075,10.197363616602075,61.018125239080504,6.010464839586836,0,0,6,0,15,2,13,1,4,6,3,21,4,1
"BENZTROPINE","1.0",93.40700000000007,138.63469294778227,2,0,0,48,2,2,0,0,5.588159574998902,4.270379301362637,8.783223112804034,6.981369044659754,5.588159574998902,4.270379301362637,6.463714555599074,3.0598472025657415,0,4.736862953800049,0,0,0,60.6636706846161,0,0,0,1,0,5,0,6,0,1,1,1,14,3,2
"fludarabine","0.0",73.61309999999997,132.46908516234697,12,5,0,37,2,0,0,0,3.9248639338460998,2.7053163837447145,6.543768923854926,5.034556949286263,3.439443372331318,2.364200629938959,5.9670278225437245,3.1006450553152125,7.822697123132171,38.21595144330438,0,14.358372089569237,0,0,0,1,1,6,1,10,1,5,5,7,2,0,5,1,1
"levomilnacipran","1.0",73.20940000000004,108.97129746279705,3,1,1,40,1,1,1,1,4.110895397764462,2.881740007493772,6.752057036491317,4.951570565099557,4.110895397764462,2.881740007493772,5.105224589522321,1.925630545546896,0,4.794537184071822,0,0,0,30.33183534230805,0,0,2,1,0,9,1,3,1,4,3,2,6,1,0
"BOSENTAN","0.0",144.65729999999976,226.48137997899107,11,2,0,68,4,2,0,0,6.827933598795033,4.484271679118592,11.994652102696847,9.307361313559472,5.473087727147732,3.4791480349392185,11.621268193001807,6.591614365768974,0,27.73491324056979,0,4.9839785209472085,0,45.03667987291831,15.903279489842955,0,1,6,0,16,2,12,2,7,6,0,15,4,0
"DICHLORPHENAMIDE","0.0",59.208400000000005,102.23926875211588,6,2,0,22,1,1,0,0,4.3452775701049315,2.973098915311545,3.57898448931004,2.807233235617003,1.6034068111330126,0.9114870859187569,4.13183848976301,2.843468810446522,23.20187978046503,16.835593968657875,0,0,0,23.20187978046503,0,0,2,4,0,6,4,3,2,8,0,0,2,1,0
"ADINAZOLAM","1.0",99.54500000000002,151.14977477093137,5,0,0,43,3,2,0,0,4.370279678599675,3.262211603557033,8.113330001460174,6.297979709926142,4.135182575811937,3.0901085796041654,6.4251555555555555,2.9661224489795917,11.600939890232516,0,0,0,10.197363616602075,41.932775232540564,0,0,1,0,0,6,0,9,0,3,1,1,12,2,2
"clonidine","0.0",60.389400000000016,92.12197761599711,3,2,0,23,1,1,0,0,2.510270742862844,1.7092064959239033,4.26536936322561,2.8787628582036415,1.8803299545141317,1.2172706962057953,4.067252415616685,1.9375565261202397,23.20187978046503,0,0,0,0,29.268246848926644,0,0,1,0,0,4,0,4,2,2,1,0,7,1,0
"MEPENZOLATE","0.0",96.83920000000006,148.80625144014664,4,1,0,51,2,2,0,0,4.939666930827223,3.5747502758449516,8.782303857616593,7.453919046975424,4.939666930827223,3.5747502758449516,6.982787694398222,3.752307335518083,0,19.1209583904072,0,0,0,60.6636706846161,0,0,0,3,0,8,1,6,1,4,1,1,14,3,0
"LACIDIPINE","0.0",125.86370000000008,195.03066932960712,7,1,0,66,1,1,0,0,4.863821657967207,3.6830402053038878,11.024492123683265,8.5720238826868,4.863821657967207,3.6830402053038878,10.986819031687292,6.570353189335542,0,28.59420041361561,0,0,0,24.26546827384644,0,0,0,6,0,18,4,5,1,10,7,3,5,2,0
"CLOPIDOGREL","0.0",84.64200000000005,132.6508493554586,3,0,0,37,2,1,0,0,5.193801349274031,3.9006562580739024,6.81977543233457,5.036700294294473,3.8265991348008677,2.771895128952105,6.178250993598703,2.838691255205235,22.937725768167255,9.53140013787187,0,0,11.336785877934737,29.800041095617345,0,0,0,2,0,6,1,5,0,3,1,2,10,2,1
"MERCAPTOPURINE","0.0",39.0734,61.33995226229089,4,2,0,14,2,0,0,0,1.5458110290467275,0.9916445586364603,2.7450857894158376,1.8338322762475971,1.2362776284758499,0.7833397831013614,1.878150869481981,0.6397521436200604,12.217873443046695,0,0,0,0,12.217873443046695,0,0,0,0,0,0,1,5,2,1,0,0,6,1,1
"MEPHENYTOIN","1.0",59.71270000000003,94.24796470624634,4,1,3,30,1,1,0,0,3.0916021894805104,2.060436260544357,5.274019255766561,3.919231003459538,3.0916021894805104,2.060436260544357,3.627821656658941,1.2978551958273228,0,9.589074368143644,0,0,0,37.255572541998674,5.907179729351506,0,0,2,0,4,2,3,1,4,1,0,6,1,0
"CALCITRIOL","0.0",124.03840000000007,183.524144701589,3,3,0,74,0,0,3,3,8.43703013980587,6.737069726443717,12.183329016419018,11.345920669776183,8.43703013980587,6.737069726443717,9.302573014005528,5.285369373083563,0,15.319582184522117,0,0,0,50.99319807256879,0,0,0,3,0,13,3,0,3,8,5,1,7,2,1
"Piracetam","1.0",35.0084,58.98089901358697,4,1,2,20,0,0,0,0,1.5180767300364955,1.0593025567405259,3.2600925360288784,2.3851600210689377,1.5180767300364955,1.0593025567405259,2.682444775524748,1.4623920173718192,0,9.589074368143644,0,0,0,0,0,0,1,2,0,3,2,0,1,3,1,1,3,0,0
"FLUORESCEIN","0.0",88.02710000000002,142.24089351680936,5,2,0,37,3,3,0,0,4.680958692486979,3.653428604110581,7.771252334274413,6.079276347128826,4.680958692486979,3.653428604110581,4.54014343661706,1.6928421259334716,0,24.481317881353334,0,0,0,18.19910120538483,0,0,0,3,2,2,1,9,2,3,0,0,12,4,3
"ACEBUTOLOL","0.0",94.62470000000005,143.14125604126275,6,3,1,52,1,1,0,0,3.3126242824908747,2.0759200164706675,8.321366148025241,6.093077728728182,3.3126242824908747,2.0759200164706675,10.050998753143157,7.103162169389493,0,19.4324647167844,0,0,0,20.771211599071872,0,0,2,4,0,16,2,3,3,7,7,4,3,1,0
"lenalidomide","0.0",66.8996,109.10848846417022,6,2,3,32,1,1,0,0,3.6183119709940397,2.6096128729654313,6.097128165906102,4.773307726503252,3.6183119709940397,2.6096128729654313,4.0813602859858555,1.7589643807787616,0,14.383611552215466,0,0,0,6.06636706846161,5.907179729351506,0,1,3,0,2,3,3,2,4,0,0,7,2,1
"QUINACRINE","0.0",120.91770000000005,172.39030861807996,4,1,0,58,3,2,0,0,5.574817907532208,3.824742522682561,10.111806565797448,7.245850306424516,5.339720804744469,3.6583989676412645,9.440180799345613,4.678345550346362,11.600939890232516,4.736862953800049,0,0,0,25.448414289613762,0,0,2,1,0,14,0,8,1,5,7,2,7,3,2
"SULFAMETER","0.0",70.24690000000001,110.05680940439332,7,2,0,31,2,1,0,0,3.623974931599121,2.258396783215278,5.254958043317631,3.621032103576506,2.2799040396502583,1.3003903570629305,5.105224589522321,3.103978375012307,0,13.154659938128987,0,0,0,0,10.023291153407584,0,2,3,0,6,2,6,2,4,2,0,8,2,0
"vemurafenib","0.0",124.03070000000001,193.22233013170847,6,2,0,51,4,2,0,0,6.73835975328357,4.711078726874895,9.961542417132483,7.3633900589551375,5.009760232137162,3.452862267301133,8.915150055261146,4.598887138140077,11.600939890232516,21.993164263750398,0,0,0,30.657411226846357,0,2,1,3,0,11,3,11,2,7,3,1,11,3,1
"SATIGREL","0.0",94.49280000000005,146.29385720127186,5,1,0,44,2,2,0,0,3.782988150272031,2.499235205962307,7.725923803401865,5.316098413136136,3.782988150272031,2.499235205962307,8.552544102974599,4.612030807191889,0,19.374790486512627,5.261891554738487,5.261891554738487,0,24.26546827384644,0,0,1,4,0,11,2,6,1,5,5,3,8,2,0
"levofloxacin","0.0",95.04130000000006,148.73152976640844,7,1,0,46,2,1,0,0,5.191841670562343,3.6887701657350505,8.59099660254472,6.966959135208316,5.191841670562343,3.6887701657350505,5.979774542196717,2.4384574228435856,0,19.028342580387395,0,0,0,0,0,1,0,3,1,6,2,5,1,6,0,1,8,4,3
"maraviroc","0.0",139.48269999999994,218.76395846491712,6,1,1,78,2,1,1,1,8.915946329747971,6.929608670677156,14.118766319142173,11.768924670733323,8.915946329747971,6.929608670677156,10.793264412983513,5.737308182796479,0,13.575367279421462,0,0,10.197363616602075,44.179309741689295,0,2,1,1,0,14,1,5,1,6,3,3,15,3,2
"TRAPIDIL","0.0",59.08000000000003,88.76150526814001,5,0,0,30,2,0,0,0,2.4485405000587037,1.6840968259383688,5.182057929590593,3.399854280362843,2.4485405000587037,1.6840968259383688,3.84175666620384,1.6460443436633911,0,0,0,14.59805822286387,0,0,5.777653723919194,0,1,0,0,6,0,5,0,3,2,1,5,1,1
"IOCETAMIC ACID","0.0",103.83220000000001,157.62357248850714,5,2,1,33,1,1,0,0,5.516191173052759,5.524814492334717,5.60254225727722,4.285385622388026,2.7093785242368025,1.5712717417667348,7.424118903524384,4.084964388813322,67.77261188120417,14.69560176298435,0,0,0,6.923737199690624,0,0,2,3,0,12,2,3,2,9,1,4,1,1,0
"TIAPROFENIC","0.0",70.24430000000004,108.70590700584249,3,1,0,30,2,1,0,0,3.950484368821581,2.5753166542444115,5.516171122102876,3.9570901566148815,2.6837545820938593,1.5610745550118041,5.14285603530658,2.485814813693787,11.336785877934737,14.69560176298435,0,0,11.336785877934737,30.33183534230805,0,0,0,3,0,6,2,5,1,4,0,3,8,1,0
"REMOXIPRIDE","1.0",89.84820000000006,139.6408491284441,5,1,1,45,1,1,0,0,4.750462330421457,3.457668775361804,7.546346030139478,5.292560920208386,4.126009912569207,2.965382735769112,7.830920618790326,3.5491669476203653,15.929943897949348,14.268263091671919,0,0,0,6.923737199690624,5.907179729351506,0,1,3,0,11,1,3,1,5,5,1,5,1,0
"DIAMORPHINE","1.0",96.76800000000003,157.61612074795647,6,0,0,50,1,1,0,2,6.670832644692442,5.737368598535803,9.487845253476243,8.08622023302287,6.670832644692442,5.737368598535803,5.580139837501739,2.161613466201492,0,23.79966322954379,0,0,0,12.142387175295491,0,0,0,4,1,7,2,4,0,5,2,2,8,4,6
"CYCLOFENIL","0.0",104.60900000000005,159.3575610573115,4,0,0,51,2,2,1,1,4.619802732492305,3.514683581642139,9.324586062669974,6.775255745180078,4.619802732492305,3.514683581642139,8.67086833723935,5.065676776822093,0,19.06280027574374,0,0,0,36.25939442684172,0,0,0,4,0,8,3,6,0,4,2,3,13,3,0
"SETIPTILINE","1.0",84.61800000000005,120.10166045729794,1,0,0,39,2,2,0,1,4.601700924746525,3.585818188263366,7.398583228285982,5.93596059745298,4.601700924746525,3.585818188263366,4.604480752595959,1.8156501557012903,0,0,0,0,0,48.53093654769288,0,0,0,0,0,1,0,7,0,1,0,0,12,3,3
"MELITRACEN","1.0",95.26200000000006,133.83737583962036,1,0,0,47,2,2,0,1,4.705935260261509,3.5031493047435314,8.062278920454682,6.925917903670592,4.705935260261509,3.5031493047435314,5.734710394518746,2.503247191178015,0,0,0,0,0,68.45443105390801,0,0,1,0,0,7,1,6,0,4,3,1,8,3,2
"ASTEMIZOLE","0.0",135.01769999999993,199.73346031420107,5,1,0,65,4,3,0,0,6.705056940754931,4.681030656618682,11.993056103258226,8.995062504246997,6.705056940754931,4.681030656618682,10.263474414616768,5.228571731545638,0,9.127278001474869,0,0,0,36.39820241076966,0,1,1,1,0,10,0,11,1,2,5,0,17,4,1
"TRANEXAMIC acid","0.0",42.13820000000001,66.58366122432906,3,2,0,26,0,0,1,1,2.5293275251547915,1.6451014179148813,4.165895820359902,3.2915892956067476,2.5293275251547915,1.6451014179148813,3.715479048307071,2.1865402089758734,0,9.901064578912528,0,0,0,0,0,0,1,2,0,4,1,0,2,3,1,1,4,1,0
"tolvaptan","0.0",127.63350000000003,192.1895373262453,5,2,2,57,3,3,0,0,6.083278349748982,4.3011508427518095,10.619212215905907,8.1167005309111,5.848181246961243,4.120608212523068,9.14733509953085,4.400921091119371,11.600939890232516,14.69560176298435,0,0,0,29.800041095617345,11.814359458703011,0,1,3,0,9,2,9,2,6,1,2,13,3,1
"METHANTHELINE","0.0",97.89340000000007,149.1255629174575,4,0,0,51,2,2,0,0,5.317973463865488,3.153643886586167,8.936008113609796,6.753790270181867,5.317973463865488,3.153643886586167,7.27668618489787,3.5395246294393687,0,18.751293949366545,0,0,0,36.39820241076966,0,0,1,2,1,10,1,6,0,4,5,1,9,3,2
"GLISOLAMIDE","0.0",109.44540000000005,175.19576962451387,9,3,3,56,2,1,1,1,6.307834424310102,4.277595077365717,9.971131014022655,7.386548404457591,4.960942312246995,3.362358214818992,9.747791488137597,6.056999331557896,0,22.529966289445927,0,0,0,36.551862262826695,15.930470882759089,0,3,4,1,11,4,5,3,5,5,2,12,2,0
